MUNICIPIO,GEOCODIGO,UF,MICROREGIAO,MESOREGIAO,NOME_UF,Município (ANA),COD_ANA,RESERVATORIO,TIPO DE MANANCIAL,TIPO DE SISTEMA,NOME DO SISTEMA
IPAUMIRIM,2305704,CE,LAVRAS DA MANGABEIRA,CENTRO-SUL CEARENSE,CEARÁ,Ipaumirim,Não_monitorado,2 Poços e 3 Poços Amazonas,Subterrâneo,Isolado,Ipaumirim
IPU,2305803,CE,IPU,NOROESTE CEARENSE,CEARÁ,Ipu,12030,Açude Araras,Superficial,Isolado,Ipu
IPU,2305803,CE,IPU,NOROESTE CEARENSE,CEARÁ,Ipu,12063,Açude Bonito,Superficial,Isolado,Ipu
IPUEIRAS,2305902,CE,IPU,NOROESTE CEARENSE,CEARÁ,Ipueiras,Não_monitorado,Poços Ipueiras,Subterrâneo,Isolado,Ipueiras
IRACEMA,2306009,CE,SERRA DO PEREIRO,JAGUARIBE,CEARÁ,Iracema,12096,Açude Canafístula,Superficial,Isolado,Iracema
IRAUÇUBA,2306108,CE,SOBRAL,NOROESTE CEARENSE,CEARÁ,Irauçuba,12235,Açude Jerimum,Superficial,Isolado,Irauçuba
ITAIÇABA,2306207,CE,LITORAL DE ARACATI,JAGUARIBE,CEARÁ,Itaiçaba,Não_monitorado,Canal do Trabalhador,Superficial,Isolado,Itaiçaba
ITAPAGÉ,2306306,CE,URUBURETAMA,NORTE CEARENSE,CEARÁ,Itapagé,Não_monitorado,Rio Caxitoré,Superficial,Isolado,Itapagé 1
ITAPAGÉ,2306306,CE,URUBURETAMA,NORTE CEARENSE,CEARÁ,Itapagé,Não_monitorado,Conjunto de poços,Subterrâneo,Isolado,Itapagé 2
ITAPIPOCA,2306405,CE,ITAPIPOCA,NORTE CEARENSE,CEARÁ,Itapipoca,12360,Açude Quandú,Superficial,Isolado,Itapipoca 1
ITAPIPOCA,2306405,CE,ITAPIPOCA,NORTE CEARENSE,CEARÁ,Itapipoca,12348,Açude Poço Verde,Superficial,Isolado,Itapipoca 1
ITAPIPOCA,2306405,CE,ITAPIPOCA,NORTE CEARENSE,CEARÁ,Itapipoca,Não_monitorado,Fonte Garapa,Subterrâneo,Isolado,Itapipoca 2
ITAPIÚNA,2306504,CE,BATURITÉ,NORTE CEARENSE,CEARÁ,Itapiúna,12113,Açude Castro,Superficial,Isolado,Itapiúna
ITATIRA,2306603,CE,CANINDÉ,NORTE CEARENSE,CEARÁ,Itatira,Não_monitorado,2 Poços Itatira,Subterrâneo,Isolado,Itatira
JAGUARETAMA,2306702,CE,MÉDIO JAGUARIBE,JAGUARIBE,CEARÁ,Jaguaretama,Não_monitorado,Rio do Sangue,Superficial,Isolado,Jaguaretama
JAGUARIBARA,2306801,CE,MÉDIO JAGUARIBE,JAGUARIBE,CEARÁ,Jaguaribara,Não_monitorado,Poço Amazonas (Rio Jaguaribe),Subterrâneo,Isolado,Jaguaribara
JAGUARIBE,2306900,CE,MÉDIO JAGUARIBE,JAGUARIBE,CEARÁ,Jaguaribe,Não_monitorado,Rio Jaguaribe,Superficial,Isolado,Jaguaribe
JAGUARUANA,2307007,CE,BAIXO JAGUARIBE,JAGUARIBE,CEARÁ,Jaguaruana,Não_monitorado,Rio Jaguaribe,Superficial,Isolado,Jaguaruana
JARDIM,2307106,CE,CARIRI,SUL CEARENSE,CEARÁ,Jardim,Não_monitorado,Fonte de Jardim,Subterrâneo,Isolado,Jardim
JATI,2307205,CE,BREJO SANTO,SUL CEARENSE,CEARÁ,Jati,Não_monitorado,3 Poços Jati,Subterrâneo,Isolado,Jati
JUAZEIRO DO NORTE,2307304,CE,CARIRI,SUL CEARENSE,CEARÁ,Juazeiro do Norte,Não_monitorado,24 Poços Juazeiro do Norte,Subterrâneo,Isolado,Juazeiro do Norte
JUCÁS,2307403,CE,VÁRZEA ALEGRE,CENTRO-SUL CEARENSE,CEARÁ,Jucás,Não_monitorado,Poço Amazonas (Rio Cariús),Subterrâneo,Integrado,Integrado Cariús-Jucás
JUCÁS,2307403,CE,VÁRZEA ALEGRE,CENTRO-SUL CEARENSE,CEARÁ,Jucás,Não_monitorado,Poços Jucás,Subterrâneo,Isolado,Isolado Jucás
LAVRAS DA MANGABEIRA,2307502,CE,LAVRAS DA MANGABEIRA,CENTRO-SUL CEARENSE,CEARÁ,Lavras da Mangabeira,Não_monitorado,Açude Extrema,Superficial,Isolado,Lavras da Mangabeira 1
LAVRAS DA MANGABEIRA,2307502,CE,LAVRAS DA MANGABEIRA,CENTRO-SUL CEARENSE,CEARÁ,Lavras da Mangabeira,Não_monitorado,Rio Salgado,Superficial,Isolado,Lavras da Mangabeira 1
LAVRAS DA MANGABEIRA,2307502,CE,LAVRAS DA MANGABEIRA,CENTRO-SUL CEARENSE,CEARÁ,Lavras da Mangabeira,12384,Açude Rosário,Superficial,Isolado,Lavras da Mangabeira 2
LIMOEIRO DO NORTE,2307601,CE,BAIXO JAGUARIBE,JAGUARIBE,CEARÁ,Limoeiro do Norte,Não_monitorado,Rio Jaguaribe,Superficial,Isolado,Limoeiro do Norte
MADALENA,2307635,CE,SERTÃO DE QUIXERAMOBIM,SERTŐES CEARENSES,CEARÁ,Madalena,Não_monitorado,Poços Madalena,Subterrâneo,Isolado,Madalena
MARANGUAPE,2307700,CE,FORTALEZA,METROPOLITANA DE FORTALEZA,CEARÁ,Maranguape,12302,Açude Gavião / Riachão / Pacoti / Pavajus / Rio Jaguaribe(Canal do Trabalhador),Superficial,Integrado,Integrado Acarape do Meio - Gavião (Adutora Acarape)
MARANGUAPE,2307700,CE,FORTALEZA,METROPOLITANA DE FORTALEZA,CEARÁ,Maranguape,12003,Açude Acarapé do Meio,Superficial,Integrado,Integrado Acarape do Meio - Gavião (Adutora Acarape)
MASSAPĘ,2308005,CE,SOBRAL,NOROESTE CEARENSE,CEARÁ,Massapê,12004,Açude Acaraú Mirim,Superficial,Isolado,Massapê
MAURITI,2308104,CE,BARRO,SUL CEARENSE,CEARÁ,Mauriti,Não_monitorado,6 Poços Mauriti,Subterrâneo,Isolado,Mauriti
MERUOCA,2308203,CE,MERUOCA,NOROESTE CEARENSE,CEARÁ,Meruoca,Não_monitorado,Açude Pedra,Superficial,Isolado,Meruoca
MILAGRES,2308302,CE,BREJO SANTO,SUL CEARENSE,CEARÁ,Milagres,Não_monitorado,3 Poços Milagres,Subterrâneo,Isolado,Milagres
MILHÃ,2308351,CE,SERTÃO DE SENADOR POMPEU,SERTŐES CEARENSES,CEARÁ,Milhã,12225,Açude Jatobá ou Monte Sabino,Superficial,Isolado,Milhã
MIRAÍMA,2308377,CE,SOBRAL,NOROESTE CEARENSE,CEARÁ,Miraíma,12423,Açude São Pedro da Timbaúba,Superficial,Isolado,Miraíma
MISSÃO VELHA,2308401,CE,CARIRI,SUL CEARENSE,CEARÁ,Missão Velha,Não_monitorado,3 Poços Missão Velha,Subterrâneo,Isolado,Missão Velha
MOMBAÇA,2308500,CE,SERTÃO DE SENADOR POMPEU,SERTŐES CEARENSES,CEARÁ,Mombaça,12427,Açude Serafim Dias,Superficial,Isolado,Mombaça
MONSENHOR TABOSA,2308609,CE,SERTÃO DE CRATÉUS,SERTŐES CEARENSES,CEARÁ,Monsenhor Tabosa,12281,Açude Monsenhor Tabosa,Superficial,Isolado,Monsenhor Tabosa
MORADA NOVA,2308708,CE,BAIXO JAGUARIBE,JAGUARIBE,CEARÁ,Morada Nova,Não_monitorado,Rio Banabuiú,Superficial,Isolado,Morada Nova
MUCAMBO,2309003,CE,SOBRAL,NOROESTE CEARENSE,CEARÁ,Mucambo,12219,Açude Jaburu I,Superficial,Integrado,Integrado Jaburú ou Ibiapaba
MUCAMBO,2309003,CE,SOBRAL,NOROESTE CEARENSE,CEARÁ,Mucambo,Não_monitorado,Açude Municipal,Superficial,Isolado,Isolado Mucambo
MULUNGU,2309102,CE,BATURITÉ,NORTE CEARENSE,CEARÁ,Mulungu,Não_monitorado,6 Poços de Mulungu,Subterrâneo,Isolado,Mulungu
NOVA OLINDA,2309201,CE,CARIRI,SUL CEARENSE,CEARÁ,Nova Olinda,Não_monitorado,6 Poços Nova Olinda,Subterrâneo,Isolado,Nova Olinda
NOVA RUSSAS,2309300,CE,SERTÃO DE CRATÉUS,SERTŐES CEARENSES,CEARÁ,Nova Russas,12178,Açude Farias de Souza,Superficial,Isolado,Nova Russas
NOVO ORIENTE,2309409,CE,SERTÃO DE CRATÉUS,SERTŐES CEARENSES,CEARÁ,Novo Oriente,12184,Açude Flor do Campo,Superficial,Isolado,Novo Oriente
OCARA,2309458,CE,CHOROZINHO,NORTE CEARENSE,CEARÁ,Ocara,Não_monitorado,Rio Choró (Açude Aracoiaba),Superficial,Isolado,Ocara
ORÓS,2309508,CE,IGUATU,CENTRO-SUL CEARENSE,CEARÁ,Orós,12299,Açude Orós,Superficial,Isolado,Orós
PACAJUS,2309607,CE,PACAJUS,METROPOLITANA DE FORTALEZA,CEARÁ,Pacajus,12302,Açude Pacoti,Superficial,Integrado,Integrado Pacajús-Horizonte e Chorozinho
PACAJUS,2309607,CE,PACAJUS,METROPOLITANA DE FORTALEZA,CEARÁ,Pacajus,12301,Açude Pacajus,Superficial,Integrado,Integrado Pacajús-Horizonte e Chorozinho
PACAJUS,2309607,CE,PACAJUS,METROPOLITANA DE FORTALEZA,CEARÁ,Pacajus,Não_monitorado,Rio Jaguaribe(Canal do Trabalhador),Superficial,Integrado,Integrado Pacajús-Horizonte e Chorozinho
PACOTI,2309805,CE,BATURITÉ,NORTE CEARENSE,CEARÁ,Pacoti,Não_monitorado,5 Poços e 4 Poços Amazonas,Subterrâneo,Isolado,Pacoti
PACUJÁ,2309904,CE,SOBRAL,NOROESTE CEARENSE,CEARÁ,Pacujá,12219,Açude Jaburu I,Superficial,Integrado,Integrado Jaburú ou Ibiapaba
PACUJÁ,2309904,CE,SOBRAL,NOROESTE CEARENSE,CEARÁ,Pacujá,Não_monitorado,Poços Pacujá,Subterrâneo,Isolado,Isolado Pacujá 1
PACUJÁ,2309904,CE,SOBRAL,NOROESTE CEARENSE,CEARÁ,Pacujá,Não_monitorado,Açude Coriolano de Souza Brito,Superficial,Isolado,Isolado Pacujá 2
PALHANO,2310001,CE,BAIXO JAGUARIBE,JAGUARIBE,CEARÁ,Palhano,Não_monitorado,Canal do Trabalhador,Superficial,Isolado,Palhano
PALMÁCIA,2310100,CE,BATURITÉ,NORTE CEARENSE,CEARÁ,Palmácia,Não_monitorado,5 Fontes Palmácia,Subterrâneo,Isolado,Palmácia
PARAMBU,2310308,CE,SERTÃO DE INHAMUNS,SERTŐES CEARENSES,CEARÁ,Parambu,Não_monitorado,Açude Puiú,Superficial,Isolado,Parambu
PARAMOTI,2310407,CE,CANINDÉ,NORTE CEARENSE,CEARÁ,Paramoti,12197,Açude General Sampaio,Superficial,Isolado,Paramoti
PEDRA BRANCA,2310506,CE,SERTÃO DE SENADOR POMPEU,SERTŐES CEARENSES,CEARÁ,Pedra Branca,12465,Açude Trapiá II,Superficial,Isolado,Pedra Branca
PENAFORTE,2310605,CE,BREJO SANTO,SUL CEARENSE,CEARÁ,Penaforte,Não_monitorado,3 Poços Penaforte,Subterrâneo,Isolado,Penaforte
PENTECOSTE,2310704,CE,MÉDIO CURU,NORTE CEARENSE,CEARÁ,Pentecoste,12325,Açude Pentecoste,Superficial,Isolado,Pentecoste
PEREIRO,2310803,CE,SERRA DO PEREIRO,JAGUARIBE,CEARÁ,Pereiro,12006,Açude Adauto Bezerra,Superficial,Isolado,Pereiro
PIQUET CARNEIRO,2310902,CE,SERTÃO DE SENADOR POMPEU,SERTŐES CEARENSES,CEARÁ,Piquet Carneiro,12415,Açude São José II,Superficial,Isolado,Piquet Carneiro
PIRES FERREIRA,2310951,CE,IPU,NOROESTE CEARENSE,CEARÁ,Pires Ferreira,12030,Açude Araras,Superficial,Isolado,Pires Ferreira 1
PIRES FERREIRA,2310951,CE,IPU,NOROESTE CEARENSE,CEARÁ,Pires Ferreira,Não_monitorado,2 Poços Pires Ferreira,Subterrâneo,Isolado,Pires Ferreira 2
PORANGA,2311009,CE,IPU,NOROESTE CEARENSE,CEARÁ,Poranga,Não_monitorado,Poços Poranga,Subterrâneo,Isolado,Poranga
PORTEIRAS,2311108,CE,CARIRI,SUL CEARENSE,CEARÁ,Porteiras,Não_monitorado,3 Poços Porteiras,Subterrâneo,Isolado,Porteiras
POTENGI,2311207,CE,CHAPADA DO ARARIPE,SUL CEARENSE,CEARÁ,Potengi,Não_monitorado,Açude Belo Horizonte (Pau Preto),Superficial,Isolado,Potengi 1
POTENGI,2311207,CE,CHAPADA DO ARARIPE,SUL CEARENSE,CEARÁ,Potengi,Não_monitorado,7 Poços Potengi,Subterrâneo,Isolado,Potengi 2
POTIRETAMA,2311231,CE,SERRA DO PEREIRO,JAGUARIBE,CEARÁ,Potiretama,Não_monitorado,Açude Bom Jardim,Superficial,Isolado,Potiretama
QUITERIANÓPOLIS,2311264,CE,SERTÃO DE CRATÉUS,SERTŐES CEARENSES,CEARÁ,Quiterianópolis,12132,Açude Colina,Superficial,Isolado,Quiterianópolis
QUIXADÁ,2311306,CE,SERTÃO DE QUIXERAMOBIM,SERTŐES CEARENSES,CEARÁ,Quixadá,12323,Açude Pedras Brancas,Superficial,Isolado,Quixadá
QUIXADÁ,2311306,CE,SERTÃO DE QUIXERAMOBIM,SERTŐES CEARENSES,CEARÁ,Quixadá,12118,Açude Cedro,Superficial,Isolado,Quixadá
QUIXELÔ,2311355,CE,IGUATU,CENTRO-SUL CEARENSE,CEARÁ,Quixelô,Não_monitorado,2 Poços Quixelo,Subterrâneo,Isolado,Quixelô
QUIXERAMOBIM,2311405,CE,SERTÃO DE QUIXERAMOBIM,SERTŐES CEARENSES,CEARÁ,Quixeramobim,12365,Açude Quixeramobim,Superficial,Isolado,Quixeramobim
QUIXERÉ,2311504,CE,BAIXO JAGUARIBE,JAGUARIBE,CEARÁ,Quixeré,Não_monitorado,4 Poços Quixeré,Subterrâneo,Isolado,Quixeré
REDENÇÃO,2311603,CE,BATURITÉ,NORTE CEARENSE,CEARÁ,Redenção,12003,Açude Acarapé do Meio,Superficial,Integrado,Integrado Redenção-Acarape-Barreiras
RERIUTABA,2311702,CE,IPU,NOROESTE CEARENSE,CEARÁ,Reriutaba,12030,Açude Araras,Superficial,Integrado,Integrado Varjota-Reriutaba
RUSSAS,2311801,CE,BAIXO JAGUARIBE,JAGUARIBE,CEARÁ,Russas,Não_monitorado,9 Poços Russas,Subterrâneo,Isolado,Russas
RUSSAS,2311801,CE,BAIXO JAGUARIBE,JAGUARIBE,CEARÁ,Russas,Não_monitorado,Rio Banabuiú,Superficial,Isolado,Russas
SABOEIRO,2311900,CE,SERTÃO DE INHAMUNS,SERTŐES CEARENSES,CEARÁ,Saboeiro,Não_monitorado,Açude Caldeirão,Superficial,Isolado,Saboeiro
SALITRE,2311959,CE,CHAPADA DO ARARIPE,SUL CEARENSE,CEARÁ,Salitre,Não_monitorado,2 Poços Araripe,Subterrâneo,Integrado,Integrado Campos Sales-Salitre-Araripe
SANTA QUITÉRIA,2312205,CE,SANTA QUITÉRIA,NOROESTE CEARENSE,CEARÁ,Santa Quitéria,12159,Açude Edson Queiroz,Superficial,Isolado,Santa Quitéria
SANTANA DO ACARAÚ,2312007,CE,SOBRAL,NOROESTE CEARENSE,CEARÁ,Santana do Acaraú,Não_monitorado,6 Poços Santana do Acaraú,Subterrâneo,Isolado,Santana do Acaraú
SANTANA DO CARIRI,2312106,CE,CARIRI,SUL CEARENSE,CEARÁ,Santana do Cariri,Não_monitorado,Fonte do Prata,Subterrâneo,Isolado,Santana do Cariri
SÃO BENEDITO,2312304,CE,IBIAPABA,NOROESTE CEARENSE,CEARÁ,São Benedito,12219,Açude Jaburu I,Superficial,Integrado,Integrado Jaburú ou Ibiapaba
SÃO JOÃO DO JAGUARIBE,2312502,CE,BAIXO JAGUARIBE,JAGUARIBE,CEARÁ,São João do Jaguaribe,Não_monitorado,01 Poço(Rio Jaguaribe),Subterrâneo,Isolado,São João do Jaguaribe
SENADOR POMPEU,2312700,CE,SERTÃO DE SENADOR POMPEU,SERTŐES CEARENSES,CEARÁ,Senador Pompeu,Não_monitorado,Rio Patu,Superficial,Isolado,Senador Pompeu
SOBRAL,2312908,CE,SOBRAL,NOROESTE CEARENSE,CEARÁ,Sobral,Não_monitorado,Rio Jaibaras,Superficial,Isolado,Sobral
SOBRAL,2312908,CE,SOBRAL,NOROESTE CEARENSE,CEARÁ,Sobral,Não_monitorado,Rio Acaraú,Superficial,Isolado,Sobral 2
SOLONÓPOLE,2313005,CE,SERTÃO DE SENADOR POMPEU,SERTŐES CEARENSES,CEARÁ,Solonópole,12375,Açude Riacho do Sangue,Superficial,Isolado,Solonópole
TABULEIRO DO NORTE,2313104,CE,BAIXO JAGUARIBE,JAGUARIBE,CEARÁ,Tabuleiro do Norte,Não_monitorado,Rio Jaguaribe,Superficial,Isolado,Tabuleiro do Norte
TAMBORIL,2313203,CE,SERTÃO DE CRATÉUS,SERTŐES CEARENSES,CEARÁ,Tamboril,12105,Açude Carão,Superficial,Isolado,Tamboril
TARRAFAS,2313252,CE,VÁRZEA ALEGRE,CENTRO-SUL CEARENSE,CEARÁ,Tarrafas,Não_monitorado,Poço Amazonas,Subterrâneo,Isolado,Tarrafas
TAUÁ,2313302,CE,SERTÃO DE INHAMUNS,SERTŐES CEARENSES,CEARÁ,Tauá,12470,Açude Trici,Superficial,Isolado,Tauá
TEJUÇUOCA,2313351,CE,MÉDIO CURU,NORTE CEARENSE,CEARÁ,Tejuçuoca,12457,Açude Tejuçuoca,Superficial,Isolado,Tejuçuoca
TIANGUÁ,2313401,CE,IBIAPABA,NOROESTE CEARENSE,CEARÁ,Tianguá,12219,Açude Jaburu I,Superficial,Integrado,Integrado Jaburú ou Ibiapaba
UBAJARA,2313609,CE,IBIAPABA,NOROESTE CEARENSE,CEARÁ,Ubajara,12219,Açude Jaburu I,Superficial,Integrado,Integrado Jaburú ou Ibiapaba
UMARI,2313708,CE,LAVRAS DA MANGABEIRA,CENTRO-SUL CEARENSE,CEARÁ,Umari,Não_monitorado,4 Poços e 2 Poços Amazonas,Subterrâneo,Isolado,Umari
UMIRIM,2313757,CE,URUBURETAMA,NORTE CEARENSE,CEARÁ,Umirim,12117,Açude Caxitoré,Superficial,Isolado,Umirim
URUBURETAMA,2313807,CE,URUBURETAMA,NORTE CEARENSE,CEARÁ,Uruburetama,12287,Açude Mundaú,Superficial,Integrado,Integrado Uruburetama Tururu
VARJOTA,2313955,CE,IPU,NOROESTE CEARENSE,CEARÁ,Varjota,12030,Açude Araras,Superficial,Integrado,Integrado Varjota-Reriutaba
VÁRZEA ALEGRE,2314003,CE,VÁRZEA ALEGRE,CENTRO-SUL CEARENSE,CEARÁ,Várzea Alegre,12297,Açude Olho D'água,Superficial,Isolado,Várzea Alegre
ÁGUAS VERMELHAS,3101003,MG,SALINAS,NORTE DE MINAS,MINAS GERAIS,Águas Vermelhas,Não_monitorado,Rio Mosquito,Superficial,Isolado,Águas Vermelhas
ALMENARA,3101706,MG,ALMENARA,JEQUITINHONHA,MINAS GERAIS,Almenara,Não_monitorado,Rio Jequitinhonha,Superficial,Isolado,Almenara
ARAÇUAÍ,3103405,MG,ARAÇUAÍ,JEQUITINHONHA,MINAS GERAIS,Araçuaí,Não_monitorado,Rio Araçuaí,Superficial,Isolado,Araçuaí
BANDEIRA,3105202,MG,ALMENARA,JEQUITINHONHA,MINAS GERAIS,Bandeira,Não_monitorado,Rio Rubim do Norte,Superficial,Isolado,Bandeira
BERILO,3106507,MG,CAPELINHA,JEQUITINHONHA,MINAS GERAIS,Berilo,Não_monitorado,Rio Araçuaí,Superficial,Isolado,Berilo
BERIZAL,3106655,MG,SALINAS,NORTE DE MINAS,MINAS GERAIS,Berizal,Não_monitorado,Rio Pardo,Superficial,Isolado,Berizal
BONITO DE MINAS,3108255,MG,JANUÁRIA,NORTE DE MINAS,MINAS GERAIS,Bonito de Minas,Não_monitorado,Poço (CSB-02) Bonito de Minas,Subterrâneo,Isolado,Bonito de Minas
CACHOEIRA DE PAJEÚ,3102704,MG,PEDRA AZUL,JEQUITINHONHA,MINAS GERAIS,Cachoeira de Pajeú,Não_monitorado,Barragem Córrego do Urubu,Superficial,Isolado,Cachoeira de Pajeú
CAPITÃO ENÉAS,3112703,MG,MONTES CLAROS,NORTE DE MINAS,MINAS GERAIS,Capitão Enéas,Não_monitorado,Poços de Capitão Enéas,Subterrâneo,Isolado,Capitão Enéas
CARAÍ,3113008,MG,ARAÇUAÍ,JEQUITINHONHA,MINAS GERAIS,Caraí,Não_monitorado,Córrego São José,Superficial,Isolado,Caraí
CATUTI,3115474,MG,JANAÚBA,NORTE DE MINAS,MINAS GERAIS,Catuti,Não_monitorado,Rio Viamão,Superficial,Integrado,Integrado Catuti - Mato Verde
CHAPADA DO NORTE,3116100,MG,CAPELINHA,JEQUITINHONHA,MINAS GERAIS,Chapada do Norte,Não_monitorado,Rio Capivari - MG,Superficial,Isolado,Chapada do Norte
COMERCINHO,3117009,MG,PEDRA AZUL,JEQUITINHONHA,MINAS GERAIS,Comercinho,Não_monitorado,Barragem Córrego Biquinhas,Superficial,Isolado,Comercinho
COMERCINHO,3117009,MG,PEDRA AZUL,JEQUITINHONHA,MINAS GERAIS,Comercinho,Não_monitorado,Poço de Comercinho,Subterrâneo,Isolado,Comercinho
COMERCINHO,3117009,MG,PEDRA AZUL,JEQUITINHONHA,MINAS GERAIS,Comercinho,Não_monitorado,Barragem Córrego Areias com Córrego Biquinhas,Superficial,Isolado,Comercinho
CÔNEGO MARINHO,3117836,MG,JANUÁRIA,NORTE DE MINAS,MINAS GERAIS,Cônego Marinho,Não_monitorado,Poços de Cônego Marinho,Subterrâneo,Isolado,Cônego Marinho
CORONEL MURTA,3119500,MG,ARAÇUAÍ,JEQUITINHONHA,MINAS GERAIS,Coronel Murta,Não_monitorado,Rio Jequitinhonha,Superficial,Isolado,Coronel Murta
CORONEL MURTA,3119500,MG,ARAÇUAÍ,JEQUITINHONHA,MINAS GERAIS,Coronel Murta,Não_monitorado,Córrego Lagoa Nova,Superficial,Isolado,Coronel Murta
CRISTÁLIA,3120300,MG,GRÃO MOGOL,NORTE DE MINAS,MINAS GERAIS,Cristália,Não_monitorado,Rio Contendas,Superficial,Isolado,Cristália
CURRAL DE DENTRO,3120870,MG,SALINAS,NORTE DE MINAS,MINAS GERAIS,Curral de Dentro,Não_monitorado,Barragem Manuelito,Superficial,Isolado,Curral de Dentro
DIVISA ALEGRE,3122355,MG,SALINAS,NORTE DE MINAS,MINAS GERAIS,Divisa Alegre,Não_monitorado,Rios Mosquito,Superficial,Isolado,Divisa Alegre
DIVISÓPOLIS,3122454,MG,ALMENARA,JEQUITINHONHA,MINAS GERAIS,Divisópolis,Não_monitorado,Córrego Mata Velha,Superficial,Isolado,Divisópolis
ESPINOSA,3124302,MG,JANAÚBA,NORTE DE MINAS,MINAS GERAIS,Espinosa,12176,Barragem do Estreito,Superficial,Isolado,Espinosa
FELISBURGO,3125606,MG,ALMENARA,JEQUITINHONHA,MINAS GERAIS,Felisburgo,Não_monitorado,Córrego Pirosca (1a. Captação),Superficial,Isolado,Felisburgo
FELISBURGO,3125606,MG,ALMENARA,JEQUITINHONHA,MINAS GERAIS,Felisburgo,Não_monitorado,Córrego Pirosca (2a. Captação),Superficial,Isolado,Felisburgo
FRANCISCO BADARÓ,3126505,MG,CAPELINHA,JEQUITINHONHA,MINAS GERAIS,Francisco Badaró,Não_monitorado,Rio Setúbal,Superficial,Isolado,Francisco Badaró
FRANCISCO SÁ,3126703,MG,MONTES CLAROS,NORTE DE MINAS,MINAS GERAIS,Francisco Sá,Não_monitorado,Córrego Sumidouro,Superficial,Isolado,Francisco Sá
FRANCISCO SÁ,3126703,MG,MONTES CLAROS,NORTE DE MINAS,MINAS GERAIS,Francisco Sá,Não_monitorado,Rio São Domingos - MG,Superficial,Isolado,Francisco Sá
FRUTA DE LEITE,3127073,MG,SALINAS,NORTE DE MINAS,MINAS GERAIS,Fruta de Leite,Não_monitorado,Poços de Fruta de Leite,Subterrâneo,Isolado,Fruta de Leite
FRUTA DE LEITE,3127073,MG,SALINAS,NORTE DE MINAS,MINAS GERAIS,Fruta de Leite,Não_monitorado,Poços de Fruta de Leite,Subterrâneo,Isolado,Fruta de Leite
FRUTA DE LEITE,3127073,MG,SALINAS,NORTE DE MINAS,MINAS GERAIS,Fruta de Leite,Não_monitorado,Poços de Fruta de Leite,Subterrâneo,Isolado,Fruta de Leite
GAMELEIRAS,3127339,MG,JANAÚBA,NORTE DE MINAS,MINAS GERAIS,Gameleiras,Não_monitorado,Barragem Gameleiras,Superficial,Isolado,Gameleiras
GRÃO MOGOL,3127800,MG,GRÃO MOGOL,NORTE DE MINAS,MINAS GERAIS,Grão Mogol,Não_monitorado,Rio Itacambiruçu,Superficial,Isolado,Grão Mogol -  Rio Itacambiruçu
GRÃO MOGOL,3127800,MG,GRÃO MOGOL,NORTE DE MINAS,MINAS GERAIS,Grão Mogol,Não_monitorado,1 poço (C-04) Grão Mogol,Subterrâneo,Isolado,Grão Mogol Subterrâneo
IBIRACATU,3129657,MG,MONTES CLAROS,NORTE DE MINAS,MINAS GERAIS,Ibiracatu,Não_monitorado,Poços de Ibiracatu,Subterrâneo,Isolado,Ibiracatu
INDAIABIRA,3130655,MG,SALINAS,NORTE DE MINAS,MINAS GERAIS,Indaiabira,Não_monitorado,Poços de Indaiabira,Subterrâneo,Isolado,Indaiabira
ITACARAMBI,3132107,MG,JANUÁRIA,NORTE DE MINAS,MINAS GERAIS,Itacarambi,Não_monitorado,Rio São Francisco,Superficial,Isolado,Itacarambi
ITAOBIM,3133303,MG,PEDRA AZUL,JEQUITINHONHA,MINAS GERAIS,Itaobim,Não_monitorado,Rio Jequitinhonha,Superficial,Isolado,Itaobim
ITINGA,3134004,MG,ARAÇUAÍ,JEQUITINHONHA,MINAS GERAIS,Itinga,Não_monitorado,Córrego Água Fria - MG,Superficial,Isolado,Itinga
JACINTO,3134707,MG,ALMENARA,JEQUITINHONHA,MINAS GERAIS,Jacinto,Não_monitorado,Rio Jequitinhonha,Superficial,Isolado,Jacinto
JAÍBA,3135050,MG,JANAÚBA,NORTE DE MINAS,MINAS GERAIS,Jaíba,Não_monitorado,Rio Verde Grande,Superficial,Isolado,Jaíba
JANAÚBA,3135100,MG,JANAÚBA,NORTE DE MINAS,MINAS GERAIS,Janaúba,12054,Barragem do Bico da Pedra,Superficial,Integrado,Integrado Janaúba - Nova Porteirinha
JANUÁRIA,3135209,MG,JANUÁRIA,NORTE DE MINAS,MINAS GERAIS,Januária,Não_monitorado,Rio São Francisco,Superficial,Isolado,Januária
JANUÁRIA,3135209,MG,JANUÁRIA,NORTE DE MINAS,MINAS GERAIS,Januária,Não_monitorado,Poço C-02 de Januária,Subterrâneo,Isolado,Januária
JAPONVAR,3135357,MG,MONTES CLAROS,NORTE DE MINAS,MINAS GERAIS,Japonvar,Não_monitorado,Poço (CSB-08) Japonvar,Subterrâneo,Isolado,Japonvar
JENIPAPO DE MINAS,3135456,MG,CAPELINHA,JEQUITINHONHA,MINAS GERAIS,Jenipapo de Minas,Não_monitorado,Rio Setúbal,Superficial,Isolado,Jenipapo de Minas
JEQUITINHONHA,3135803,MG,ALMENARA,JEQUITINHONHA,MINAS GERAIS,Jequitinhonha,Não_monitorado,Barragem Córrego Labirinto,Superficial,Isolado,Jequitinhonha
JEQUITINHONHA,3135803,MG,ALMENARA,JEQUITINHONHA,MINAS GERAIS,Jequitinhonha,Não_monitorado,Rio Jequitinhonha,Superficial,Isolado,Jequitinhonha
